MODEL,SCENARIO,REGION,variable,percent,resulttype
AIM/CGE,SSP4-Baseline,World,pcgdpppp,0.4790357234445728,growtherror
AIM/CGE,SSP5-Baseline,ASIA,pcgdpppp,0.5766566542948792,growtherror
AIM/CGE,SSP5-Baseline,LAM,pcgdpppp,1.3454306042559754,growtherror
AIM/CGE,SSP5-Baseline,MAF,pcgdpppp,1.6702210657927559,growtherror
AIM/CGE,SSP5-Baseline,OECD90,pcgdpppp,0.4571515419045842,growtherror
AIM/CGE,SSP5-Baseline,REF,pcgdpppp,1.2670995507403686,growtherror
AIM/CGE,SSP5-Baseline,World,pcgdpppp,0.6673376287292736,growtherror
GCAM4,SSP1-Baseline,ASIA,pcgdpppp,NA,growtherror
GCAM4,SSP1-Baseline,LAM,pcgdpppp,NA,growtherror
GCAM4,SSP1-Baseline,MAF,pcgdpppp,NA,growtherror
GCAM4,SSP1-Baseline,OECD90,pcgdpppp,NA,growtherror
GCAM4,SSP1-Baseline,REF,pcgdpppp,NA,growtherror
GCAM4,SSP1-Baseline,World,pcgdpppp,NA,growtherror
GCAM4,SSP2-Baseline,ASIA,pcgdpppp,NA,growtherror
GCAM4,SSP2-Baseline,LAM,pcgdpppp,NA,growtherror
GCAM4,SSP2-Baseline,MAF,pcgdpppp,NA,growtherror
GCAM4,SSP2-Baseline,OECD90,pcgdpppp,NA,growtherror
GCAM4,SSP2-Baseline,REF,pcgdpppp,NA,growtherror
GCAM4,SSP2-Baseline,World,pcgdpppp,NA,growtherror
GCAM4,SSP3-Baseline,ASIA,pcgdpppp,NA,growtherror
GCAM4,SSP3-Baseline,LAM,pcgdpppp,NA,growtherror
GCAM4,SSP3-Baseline,MAF,pcgdpppp,NA,growtherror
GCAM4,SSP3-Baseline,OECD90,pcgdpppp,NA,growtherror
GCAM4,SSP3-Baseline,REF,pcgdpppp,NA,growtherror
GCAM4,SSP3-Baseline,World,pcgdpppp,NA,growtherror
GCAM4,SSP4-Baseline,ASIA,pcgdpppp,0.3680064193827767,growtherror
GCAM4,SSP4-Baseline,LAM,pcgdpppp,1.362026186010572,growtherror
GCAM4,SSP4-Baseline,MAF,pcgdpppp,1.1101490423551743,growtherror
GCAM4,SSP4-Baseline,OECD90,pcgdpppp,0.44978987285279726,growtherror
GCAM4,SSP4-Baseline,REF,pcgdpppp,1.2396929507259975,growtherror
GCAM4,SSP4-Baseline,World,pcgdpppp,0.38306804953730733,growtherror
GCAM4,SSP5-Baseline,ASIA,pcgdpppp,NA,growtherror
GCAM4,SSP5-Baseline,LAM,pcgdpppp,NA,growtherror
GCAM4,SSP5-Baseline,MAF,pcgdpppp,NA,growtherror
GCAM4,SSP5-Baseline,OECD90,pcgdpppp,NA,growtherror
GCAM4,SSP5-Baseline,REF,pcgdpppp,NA,growtherror
GCAM4,SSP5-Baseline,World,pcgdpppp,NA,growtherror
IMAGE,SSP1-Baseline,ASIA,pcgdpppp,0.5432506335840247,growtherror
IMAGE,SSP1-Baseline,LAM,pcgdpppp,1.1952318976422522,growtherror
IMAGE,SSP1-Baseline,MAF,pcgdpppp,1.1256051335645667,growtherror
IMAGE,SSP1-Baseline,OECD90,pcgdpppp,0.2586783397778387,growtherror
IMAGE,SSP1-Baseline,REF,pcgdpppp,1.0418591986978951,growtherror
IMAGE,SSP1-Baseline,World,pcgdpppp,0.5022753587800113,growtherror
IMAGE,SSP2-Baseline,ASIA,pcgdpppp,0.43370457806462726,growtherror
IMAGE,SSP2-Baseline,LAM,pcgdpppp,1.1599237533477142,growtherror
IMAGE,SSP2-Baseline,MAF,pcgdpppp,1.0464590913491438,growtherror
IMAGE,SSP2-Baseline,OECD90,pcgdpppp,0.2348725773588236,growtherror
IMAGE,SSP2-Baseline,REF,pcgdpppp,0.9790558641054388,growtherror
IMAGE,SSP2-Baseline,World,pcgdpppp,0.40488640646473795,growtherror
IMAGE,SSP3-Baseline,ASIA,pcgdpppp,0.3509139679756703,growtherror
IMAGE,SSP3-Baseline,LAM,pcgdpppp,1.1155774855302394,growtherror
IMAGE,SSP3-Baseline,MAF,pcgdpppp,0.9269868665348628,growtherror
IMAGE,SSP3-Baseline,OECD90,pcgdpppp,0.2041611325563626,growtherror
IMAGE,SSP3-Baseline,REF,pcgdpppp,0.9207484326020596,growtherror
IMAGE,SSP3-Baseline,World,pcgdpppp,0.29207790761491936,growtherror
IMAGE,SSP4-Baseline,ASIA,pcgdpppp,0.6026989075328463,growtherror
IMAGE,SSP4-Baseline,LAM,pcgdpppp,1.3386724291689516,growtherror
IMAGE,SSP4-Baseline,MAF,pcgdpppp,1.191653140573714,growtherror
IMAGE,SSP4-Baseline,OECD90,pcgdpppp,0.3700627115132644,growtherror
IMAGE,SSP4-Baseline,REF,pcgdpppp,1.316937123305129,growtherror
IMAGE,SSP4-Baseline,World,pcgdpppp,0.5486645148393876,growtherror
IMAGE,SSP5-Baseline,ASIA,pcgdpppp,0.7863135007899147,growtherror
IMAGE,SSP5-Baseline,LAM,pcgdpppp,1.420654182029482,growtherror
IMAGE,SSP5-Baseline,MAF,pcgdpppp,1.4740776069702939,growtherror
IMAGE,SSP5-Baseline,OECD90,pcgdpppp,0.4078023330565843,growtherror
IMAGE,SSP5-Baseline,REF,pcgdpppp,1.42797255159135,growtherror
IMAGE,SSP5-Baseline,World,pcgdpppp,0.7435153051206221,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,ASIA,pcgdpppp,0.8260648414381049,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,LAM,pcgdpppp,1.4456819483633847,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,MAF,pcgdpppp,1.3618039901161598,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,OECD90,pcgdpppp,0.37583955849675243,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,REF,pcgdpppp,1.3784500510745303,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,World,pcgdpppp,0.606227140122459,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,ASIA,pcgdpppp,0.7201488668731634,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,LAM,pcgdpppp,1.406649672256527,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,MAF,pcgdpppp,1.275297931185115,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,OECD90,pcgdpppp,0.3493976429473554,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,REF,pcgdpppp,1.3195785679982839,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,World,pcgdpppp,0.5082963052918761,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,ASIA,pcgdpppp,0.6337725717830003,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,LAM,pcgdpppp,1.3560118874638074,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,MAF,pcgdpppp,1.133435028068583,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,OECD90,pcgdpppp,0.3203864768206858,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,REF,pcgdpppp,1.2568328943041351,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,World,pcgdpppp,0.3903575308905374,growtherror
REMIND-MAGPIE,SSP1-Baseline,ASIA,pcgdpppp,0.7581609725755419,growtherror
REMIND-MAGPIE,SSP1-Baseline,LAM,pcgdpppp,1.4306375137122318,growtherror
REMIND-MAGPIE,SSP1-Baseline,MAF,pcgdpppp,1.631358145143449,growtherror
REMIND-MAGPIE,SSP1-Baseline,OECD90,pcgdpppp,0.3848447293575497,growtherror
REMIND-MAGPIE,SSP1-Baseline,REF,pcgdpppp,1.210866455144672,growtherror
REMIND-MAGPIE,SSP1-Baseline,World,pcgdpppp,0.5488195936215824,growtherror
REMIND-MAGPIE,SSP2-Baseline,ASIA,pcgdpppp,0.7129704074641994,growtherror
REMIND-MAGPIE,SSP2-Baseline,LAM,pcgdpppp,1.3925957487064724,growtherror
REMIND-MAGPIE,SSP2-Baseline,MAF,pcgdpppp,1.543413308293394,growtherror
REMIND-MAGPIE,SSP2-Baseline,OECD90,pcgdpppp,0.36648039816579797,growtherror
REMIND-MAGPIE,SSP2-Baseline,REF,pcgdpppp,1.1145435506912842,growtherror
REMIND-MAGPIE,SSP2-Baseline,World,pcgdpppp,0.47854310276749845,growtherror
REMIND-MAGPIE,SSP5-Baseline,ASIA,pcgdpppp,0.7894841274723153,growtherror
REMIND-MAGPIE,SSP5-Baseline,LAM,pcgdpppp,1.409727167960845,growtherror
REMIND-MAGPIE,SSP5-Baseline,MAF,pcgdpppp,1.5963502569175296,growtherror
REMIND-MAGPIE,SSP5-Baseline,OECD90,pcgdpppp,0.4026263721080937,growtherror
REMIND-MAGPIE,SSP5-Baseline,REF,pcgdpppp,1.233574279945733,growtherror
REMIND-MAGPIE,SSP5-Baseline,World,pcgdpppp,0.5868244963122979,growtherror
WITCH-GLOBIOM,SSP1-Baseline,ASIA,pcgdpppp,0.5424784257671397,growtherror
WITCH-GLOBIOM,SSP1-Baseline,LAM,pcgdpppp,1.188835862224627,growtherror
WITCH-GLOBIOM,SSP1-Baseline,MAF,pcgdpppp,1.5468440009789735,growtherror
WITCH-GLOBIOM,SSP1-Baseline,OECD90,pcgdpppp,0.39912559202927966,growtherror
WITCH-GLOBIOM,SSP1-Baseline,REF,pcgdpppp,1.1981984488549322,growtherror
WITCH-GLOBIOM,SSP1-Baseline,World,pcgdpppp,0.4250825398391571,growtherror
WITCH-GLOBIOM,SSP2-Baseline,ASIA,pcgdpppp,0.4382071622552499,growtherror
WITCH-GLOBIOM,SSP2-Baseline,LAM,pcgdpppp,1.1471137207947861,growtherror
WITCH-GLOBIOM,SSP2-Baseline,MAF,pcgdpppp,1.4631026472842366,growtherror
WITCH-GLOBIOM,SSP2-Baseline,OECD90,pcgdpppp,0.3800727824886667,growtherror
WITCH-GLOBIOM,SSP2-Baseline,REF,pcgdpppp,1.1503928255851865,growtherror
WITCH-GLOBIOM,SSP2-Baseline,World,pcgdpppp,0.3279853375129107,growtherror
WITCH-GLOBIOM,SSP3-Baseline,ASIA,pcgdpppp,0.35537645695758835,growtherror
WITCH-GLOBIOM,SSP3-Baseline,LAM,pcgdpppp,1.0897567475512602,growtherror
WITCH-GLOBIOM,SSP3-Baseline,MAF,pcgdpppp,1.2904177662705254,growtherror
WITCH-GLOBIOM,SSP3-Baseline,OECD90,pcgdpppp,0.3599575071970779,growtherror
WITCH-GLOBIOM,SSP3-Baseline,REF,pcgdpppp,1.101612946806036,growtherror
WITCH-GLOBIOM,SSP3-Baseline,World,pcgdpppp,0.2048403344699421,growtherror
WITCH-GLOBIOM,SSP4-Baseline,ASIA,pcgdpppp,0.4325547106723564,growtherror
WITCH-GLOBIOM,SSP4-Baseline,LAM,pcgdpppp,1.114813310040993,growtherror
WITCH-GLOBIOM,SSP4-Baseline,MAF,pcgdpppp,1.3672803729197596,growtherror
WITCH-GLOBIOM,SSP4-Baseline,OECD90,pcgdpppp,0.3945306049387476,growtherror
WITCH-GLOBIOM,SSP4-Baseline,REF,pcgdpppp,1.1515022451225911,growtherror
WITCH-GLOBIOM,SSP4-Baseline,World,pcgdpppp,0.3038858095632688,growtherror
WITCH-GLOBIOM,SSP5-Baseline,ASIA,pcgdpppp,0.6065085269684389,growtherror
WITCH-GLOBIOM,SSP5-Baseline,LAM,pcgdpppp,1.213373522103365,growtherror
WITCH-GLOBIOM,SSP5-Baseline,MAF,pcgdpppp,1.6842565854103997,growtherror
WITCH-GLOBIOM,SSP5-Baseline,OECD90,pcgdpppp,0.42137028777228014,growtherror
WITCH-GLOBIOM,SSP5-Baseline,REF,pcgdpppp,1.2392357013636774,growtherror
WITCH-GLOBIOM,SSP5-Baseline,World,pcgdpppp,0.5004646683381728,growtherror
AIM/CGE,SSP1-Baseline,ASIA,energyintensity,-2.7078934330362765,growtherror
AIM/CGE,SSP1-Baseline,LAM,energyintensity,-2.2826339589692806,growtherror
AIM/CGE,SSP1-Baseline,MAF,energyintensity,-2.5001285323990325,growtherror
AIM/CGE,SSP1-Baseline,OECD90,energyintensity,0.6143288261002855,growtherror
AIM/CGE,SSP1-Baseline,REF,energyintensity,-0.0856573462211414,growtherror
AIM/CGE,SSP1-Baseline,World,energyintensity,-0.97529826822026,growtherror
AIM/CGE,SSP2-Baseline,ASIA,energyintensity,-1.5954758656246164,growtherror
AIM/CGE,SSP2-Baseline,LAM,energyintensity,-1.4510944980604454,growtherror
AIM/CGE,SSP2-Baseline,MAF,energyintensity,-1.8894560452962055,growtherror
AIM/CGE,SSP2-Baseline,OECD90,energyintensity,1.2716604841858343,growtherror
AIM/CGE,SSP2-Baseline,REF,energyintensity,0.6449131043584115,growtherror
AIM/CGE,SSP2-Baseline,World,energyintensity,-0.16619897929034932,growtherror
AIM/CGE,SSP3-Baseline,ASIA,energyintensity,-1.1571882130005107,growtherror
AIM/CGE,SSP3-Baseline,LAM,energyintensity,-0.5854403210759542,growtherror
AIM/CGE,SSP3-Baseline,MAF,energyintensity,-1.236203108528461,growtherror
AIM/CGE,SSP3-Baseline,OECD90,energyintensity,1.3215971960104187,growtherror
AIM/CGE,SSP3-Baseline,REF,energyintensity,0.12352360951682662,growtherror
AIM/CGE,SSP3-Baseline,World,energyintensity,0.08794581655948597,growtherror
AIM/CGE,SSP4-Baseline,ASIA,energyintensity,-1.1682002748118627,growtherror
AIM/CGE,SSP4-Baseline,LAM,energyintensity,-1.6648448884037874,growtherror
AIM/CGE,SSP4-Baseline,MAF,energyintensity,-1.7538193026204825,growtherror
AIM/CGE,SSP4-Baseline,OECD90,energyintensity,1.038508183781278,growtherror
AIM/CGE,SSP4-Baseline,REF,energyintensity,0.11314788765243011,growtherror
AIM/CGE,SSP4-Baseline,World,energyintensity,-0.16991625388270926,growtherror
AIM/CGE,SSP5-Baseline,ASIA,energyintensity,-1.8455462314098425,growtherror
AIM/CGE,SSP5-Baseline,LAM,energyintensity,-1.654849954146563,growtherror
AIM/CGE,SSP5-Baseline,MAF,energyintensity,-2.059962517878811,growtherror
AIM/CGE,SSP5-Baseline,OECD90,energyintensity,1.0717363311644443,growtherror
AIM/CGE,SSP5-Baseline,REF,energyintensity,0.602096136844962,growtherror
AIM/CGE,SSP5-Baseline,World,energyintensity,-0.35934099853329293,growtherror
GCAM4,SSP1-Baseline,ASIA,energyintensity,NA,growtherror
GCAM4,SSP1-Baseline,LAM,energyintensity,NA,growtherror
GCAM4,SSP1-Baseline,MAF,energyintensity,NA,growtherror
GCAM4,SSP1-Baseline,OECD90,energyintensity,NA,growtherror
GCAM4,SSP1-Baseline,REF,energyintensity,NA,growtherror
GCAM4,SSP1-Baseline,World,energyintensity,NA,growtherror
GCAM4,SSP2-Baseline,ASIA,energyintensity,NA,growtherror
GCAM4,SSP2-Baseline,LAM,energyintensity,NA,growtherror
GCAM4,SSP2-Baseline,MAF,energyintensity,NA,growtherror
GCAM4,SSP2-Baseline,OECD90,energyintensity,NA,growtherror
GCAM4,SSP2-Baseline,REF,energyintensity,NA,growtherror
GCAM4,SSP2-Baseline,World,energyintensity,NA,growtherror
GCAM4,SSP3-Baseline,ASIA,energyintensity,NA,growtherror
GCAM4,SSP3-Baseline,LAM,energyintensity,NA,growtherror
GCAM4,SSP3-Baseline,MAF,energyintensity,NA,growtherror
GCAM4,SSP3-Baseline,OECD90,energyintensity,NA,growtherror
GCAM4,SSP3-Baseline,REF,energyintensity,NA,growtherror
GCAM4,SSP3-Baseline,World,energyintensity,NA,growtherror
GCAM4,SSP4-Baseline,ASIA,energyintensity,-0.2768868825701736,growtherror
GCAM4,SSP4-Baseline,LAM,energyintensity,0.037275400783322477,growtherror
GCAM4,SSP4-Baseline,MAF,energyintensity,-1.0826705566699486,growtherror
GCAM4,SSP4-Baseline,OECD90,energyintensity,0.6997304911648516,growtherror
GCAM4,SSP4-Baseline,REF,energyintensity,-0.2731867461507005,growtherror
GCAM4,SSP4-Baseline,World,energyintensity,0.2788774905544591,growtherror
GCAM4,SSP5-Baseline,ASIA,energyintensity,NA,growtherror
GCAM4,SSP5-Baseline,LAM,energyintensity,NA,growtherror
GCAM4,SSP5-Baseline,MAF,energyintensity,NA,growtherror
GCAM4,SSP5-Baseline,OECD90,energyintensity,NA,growtherror
GCAM4,SSP5-Baseline,REF,energyintensity,NA,growtherror
GCAM4,SSP5-Baseline,World,energyintensity,NA,growtherror
IMAGE,SSP1-Baseline,ASIA,energyintensity,-1.053999204167419,growtherror
IMAGE,SSP1-Baseline,LAM,energyintensity,-0.4076844380029503,growtherror
IMAGE,SSP1-Baseline,MAF,energyintensity,-2.0737929157864254,growtherror
IMAGE,SSP1-Baseline,OECD90,energyintensity,-0.019259132116049626,growtherror
IMAGE,SSP1-Baseline,REF,energyintensity,-0.9285585790592712,growtherror
IMAGE,SSP1-Baseline,World,energyintensity,-0.5955341191304668,growtherror
IMAGE,SSP2-Baseline,ASIA,energyintensity,-0.45508903779086785,growtherror
IMAGE,SSP2-Baseline,LAM,energyintensity,-0.08189600437789601,growtherror
IMAGE,SSP2-Baseline,MAF,energyintensity,-1.6064663732422817,growtherror
IMAGE,SSP2-Baseline,OECD90,energyintensity,0.21271645915448734,growtherror
IMAGE,SSP2-Baseline,REF,energyintensity,-0.9250956446664087,growtherror
IMAGE,SSP2-Baseline,World,energyintensity,-0.19903381481255655,growtherror
IMAGE,SSP3-Baseline,ASIA,energyintensity,-0.31045576665452934,growtherror
IMAGE,SSP3-Baseline,LAM,energyintensity,0.18255828669653407,growtherror
IMAGE,SSP3-Baseline,MAF,energyintensity,-1.2236798042215646,growtherror
IMAGE,SSP3-Baseline,OECD90,energyintensity,0.37703464510711576,growtherror
IMAGE,SSP3-Baseline,REF,energyintensity,-0.5134043121467075,growtherror
IMAGE,SSP3-Baseline,World,energyintensity,0.011400910282455046,growtherror
IMAGE,SSP4-Baseline,ASIA,energyintensity,-0.9543914670502245,growtherror
IMAGE,SSP4-Baseline,LAM,energyintensity,-0.3112791980165317,growtherror
IMAGE,SSP4-Baseline,MAF,energyintensity,-1.4953268802525614,growtherror
IMAGE,SSP4-Baseline,OECD90,energyintensity,-0.08813275431199874,growtherror
IMAGE,SSP4-Baseline,REF,energyintensity,-1.4687942560357774,growtherror
IMAGE,SSP4-Baseline,World,energyintensity,-0.5376411231430436,growtherror
IMAGE,SSP5-Baseline,ASIA,energyintensity,-0.4400149606054553,growtherror
IMAGE,SSP5-Baseline,LAM,energyintensity,0.21176248356466965,growtherror
IMAGE,SSP5-Baseline,MAF,energyintensity,-1.3670914824588318,growtherror
IMAGE,SSP5-Baseline,OECD90,energyintensity,0.31757949770543525,growtherror
IMAGE,SSP5-Baseline,REF,energyintensity,-0.8217732816036646,growtherror
IMAGE,SSP5-Baseline,World,energyintensity,-0.09796773620856825,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,ASIA,energyintensity,-2.036539413297555,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,LAM,energyintensity,-1.3638604516023984,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,MAF,energyintensity,-1.4380003441631426,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,OECD90,energyintensity,-0.04725054085725755,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,REF,energyintensity,-2.0060358244767347,growtherror
MESSAGE-GLOBIOM,SSP1-Baseline,World,energyintensity,-0.8912703843321081,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,ASIA,energyintensity,-1.558504858715072,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,LAM,energyintensity,-1.0419403146850594,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,MAF,energyintensity,-1.2043916408288227,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,OECD90,energyintensity,0.2783351904898773,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,REF,energyintensity,-1.5418095157233336,growtherror
MESSAGE-GLOBIOM,SSP2-Baseline,World,energyintensity,-0.513342523766485,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,ASIA,energyintensity,0.19764732651702843,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,LAM,energyintensity,-0.5624546537861026,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,MAF,energyintensity,-0.4293792938718397,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,OECD90,energyintensity,0.9219434073817201,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,REF,energyintensity,-0.598960735123812,growtherror
MESSAGE-GLOBIOM,SSP3-Baseline,World,energyintensity,0.5820982816767024,growtherror
REMIND-MAGPIE,SSP1-Baseline,ASIA,energyintensity,-1.6758360730772428,growtherror
REMIND-MAGPIE,SSP1-Baseline,LAM,energyintensity,-1.2341235709632914,growtherror
REMIND-MAGPIE,SSP1-Baseline,MAF,energyintensity,-1.8574403543814548,growtherror
REMIND-MAGPIE,SSP1-Baseline,OECD90,energyintensity,-0.2590618132803346,growtherror
REMIND-MAGPIE,SSP1-Baseline,REF,energyintensity,-1.5686023049783944,growtherror
REMIND-MAGPIE,SSP1-Baseline,World,energyintensity,-0.8411003709904015,growtherror
REMIND-MAGPIE,SSP2-Baseline,ASIA,energyintensity,-0.878637664800944,growtherror
REMIND-MAGPIE,SSP2-Baseline,LAM,energyintensity,-0.6012010283516858,growtherror
REMIND-MAGPIE,SSP2-Baseline,MAF,energyintensity,-0.7450206305240585,growtherror
REMIND-MAGPIE,SSP2-Baseline,OECD90,energyintensity,0.15185868467926122,growtherror
REMIND-MAGPIE,SSP2-Baseline,REF,energyintensity,-1.263610842582627,growtherror
REMIND-MAGPIE,SSP2-Baseline,World,energyintensity,-0.17282373036496002,growtherror
REMIND-MAGPIE,SSP5-Baseline,ASIA,energyintensity,-1.0122837936764952,growtherror
REMIND-MAGPIE,SSP5-Baseline,LAM,energyintensity,-0.13471424780832408,growtherror
REMIND-MAGPIE,SSP5-Baseline,MAF,energyintensity,-0.3145909236147397,growtherror
REMIND-MAGPIE,SSP5-Baseline,OECD90,energyintensity,0.36443215040034915,growtherror
REMIND-MAGPIE,SSP5-Baseline,REF,energyintensity,-0.49344002203673254,growtherror
REMIND-MAGPIE,SSP5-Baseline,World,energyintensity,-0.02777025129948174,growtherror
WITCH-GLOBIOM,SSP1-Baseline,ASIA,energyintensity,-0.3361694814470937,growtherror
WITCH-GLOBIOM,SSP1-Baseline,LAM,energyintensity,-1.2038112154868135,growtherror
WITCH-GLOBIOM,SSP1-Baseline,MAF,energyintensity,-1.9634540750855072,growtherror
WITCH-GLOBIOM,SSP1-Baseline,OECD90,energyintensity,0.6930209388471467,growtherror
WITCH-GLOBIOM,SSP1-Baseline,REF,energyintensity,0.16125355045516598,growtherror
WITCH-GLOBIOM,SSP1-Baseline,World,energyintensity,0.18279772861307442,growtherror
WITCH-GLOBIOM,SSP2-Baseline,ASIA,energyintensity,0.11788144439705928,growtherror
WITCH-GLOBIOM,SSP2-Baseline,LAM,energyintensity,-0.5502708265054677,growtherror
WITCH-GLOBIOM,SSP2-Baseline,MAF,energyintensity,-1.533158684266954,growtherror
WITCH-GLOBIOM,SSP2-Baseline,OECD90,energyintensity,1.031316820544701,growtherror
WITCH-GLOBIOM,SSP2-Baseline,REF,energyintensity,0.7607411234185397,growtherror
WITCH-GLOBIOM,SSP2-Baseline,World,energyintensity,0.6270155403342688,growtherror
WITCH-GLOBIOM,SSP3-Baseline,ASIA,energyintensity,0.7870897873076963,growtherror
WITCH-GLOBIOM,SSP3-Baseline,LAM,energyintensity,-0.2859480467575175,growtherror
WITCH-GLOBIOM,SSP3-Baseline,MAF,energyintensity,-0.9474981705121355,growtherror
WITCH-GLOBIOM,SSP3-Baseline,OECD90,energyintensity,1.4932448547803616,growtherror
WITCH-GLOBIOM,SSP3-Baseline,REF,energyintensity,1.8123791929218673,growtherror
WITCH-GLOBIOM,SSP3-Baseline,World,energyintensity,1.2419274533353344,growtherror
WITCH-GLOBIOM,SSP4-Baseline,ASIA,energyintensity,-0.030634915132836227,growtherror
WITCH-GLOBIOM,SSP4-Baseline,LAM,energyintensity,-0.7664206517783427,growtherror
WITCH-GLOBIOM,SSP4-Baseline,MAF,energyintensity,-1.593658648274893,growtherror
WITCH-GLOBIOM,SSP4-Baseline,OECD90,energyintensity,0.9923751014744624,growtherror
WITCH-GLOBIOM,SSP4-Baseline,REF,energyintensity,0.5058949418411278,growtherror
WITCH-GLOBIOM,SSP4-Baseline,World,energyintensity,0.5123997197161356,growtherror
WITCH-GLOBIOM,SSP5-Baseline,ASIA,energyintensity,-0.08035235261345086,growtherror
WITCH-GLOBIOM,SSP5-Baseline,LAM,energyintensity,-1.005145526059404,growtherror
WITCH-GLOBIOM,SSP5-Baseline,MAF,energyintensity,-1.6733689157356788,growtherror
WITCH-GLOBIOM,SSP5-Baseline,OECD90,energyintensity,0.9752789386318947,growtherror
WITCH-GLOBIOM,SSP5-Baseline,REF,energyintensity,1.0856947054232493,growtherror
WITCH-GLOBIOM,SSP5-Baseline,World,energyintensity,0.5131967109091236,growtherror
AIM/CGE,SSP1-Baseline,ASIA,co2intensity,-0.008720914571187954,growtherror
AIM/CGE,SSP1-Baseline,LAM,co2intensity,0.016093431648770196,growtherror
AIM/CGE,SSP1-Baseline,MAF,co2intensity,0.47142634442220843,growtherror
AIM/CGE,SSP1-Baseline,OECD90,co2intensity,0.5579364590948899,growtherror
AIM/CGE,SSP1-Baseline,REF,co2intensity,0.4388223154701354,growtherror
AIM/CGE,SSP1-Baseline,World,co2intensity,0.14672746588392882,growtherror
AIM/CGE,SSP2-Baseline,ASIA,co2intensity,0.09197654885819784,growtherror
AIM/CGE,SSP2-Baseline,LAM,co2intensity,0.13787201601103138,growtherror
AIM/CGE,SSP2-Baseline,MAF,co2intensity,0.4593485851404022,growtherror
AIM/CGE,SSP2-Baseline,OECD90,co2intensity,0.6546913153505567,growtherror
AIM/CGE,SSP2-Baseline,REF,co2intensity,0.33594080744703314,growtherror
AIM/CGE,SSP2-Baseline,World,co2intensity,0.22134635430378835,growtherror
AIM/CGE,SSP3-Baseline,ASIA,co2intensity,3.4776669275027317e-4,growtherror
AIM/CGE,SSP3-Baseline,LAM,co2intensity,0.14190941656944767,growtherror
AIM/CGE,SSP3-Baseline,MAF,co2intensity,0.3176220895809192,growtherror
AIM/CGE,SSP3-Baseline,OECD90,co2intensity,0.6187149210166079,growtherror
AIM/CGE,SSP3-Baseline,REF,co2intensity,0.39237516140773354,growtherror
AIM/CGE,SSP3-Baseline,World,co2intensity,0.15648697752429097,growtherror
AIM/CGE,SSP4-Baseline,ASIA,co2intensity,0.03378848438563864,growtherror
AIM/CGE,SSP4-Baseline,LAM,co2intensity,-0.25237884577606307,growtherror
AIM/CGE,SSP4-Baseline,MAF,co2intensity,0.1738922613139562,growtherror
AIM/CGE,SSP4-Baseline,OECD90,co2intensity,0.5499510681924196,growtherror
AIM/CGE,SSP4-Baseline,REF,co2intensity,0.24552790318997997,growtherror
AIM/CGE,SSP4-Baseline,World,co2intensity,0.11789750799488918,growtherror
AIM/CGE,SSP5-Baseline,ASIA,co2intensity,0.17910493023822927,growtherror
AIM/CGE,SSP5-Baseline,LAM,co2intensity,0.22922797467432132,growtherror
AIM/CGE,SSP5-Baseline,MAF,co2intensity,0.6011009885192533,growtherror
AIM/CGE,SSP5-Baseline,OECD90,co2intensity,0.6952684777548392,growtherror
AIM/CGE,SSP5-Baseline,REF,co2intensity,0.37077211220851236,growtherror
AIM/CGE,SSP5-Baseline,World,co2intensity,0.28854826830634095,growtherror
GCAM4,SSP1-Baseline,ASIA,co2intensity,NA,growtherror
GCAM4,SSP1-Baseline,LAM,co2intensity,NA,growtherror
GCAM4,SSP1-Baseline,MAF,co2intensity,NA,growtherror
